# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
TPANIC_RS04240	gene-TPANIC_RS04240	TRANSCRIPT_gene-TPANIC_RS04240	protein_coding	0	2	1	1	0	0	0	0	1	0	1	0	0	2	0
TPANIC_RS04245	gene-TPANIC_RS04245	TRANSCRIPT_gene-TPANIC_RS04245	protein_coding	1	0	0	3	0	0	0	0	0	1	0	0	0	0	3
TPANIC_RS04255	gene-TPANIC_RS04255	TRANSCRIPT_gene-TPANIC_RS04255	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	3
TPANIC_RS04260	gene-TPANIC_RS04260	TRANSCRIPT_gene-TPANIC_RS04260	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	3
TPANIC_RS04265	gene-TPANIC_RS04265	TRANSCRIPT_gene-TPANIC_RS04265	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6
TPANIC_RS04270	gene-TPANIC_RS04270	TRANSCRIPT_gene-TPANIC_RS04270	protein_coding	0	0	3	3	0	1	0	0	0	0	2	0	0	0	3
TPANIC_RS04275	gene-TPANIC_RS04275	TRANSCRIPT_gene-TPANIC_RS04275	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	4
TPANIC_RS04285	gene-TPANIC_RS04285	TRANSCRIPT_gene-TPANIC_RS04285	protein_coding	1	0	0	6	0	0	0	0	1	1	0	0	0	0	5
TPANIC_RS04290	gene-TPANIC_RS04290	TRANSCRIPT_gene-TPANIC_RS04290	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	6
TPANIC_RS04295	gene-TPANIC_RS04295	TRANSCRIPT_gene-TPANIC_RS04295	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	6
TPANIC_RS04305	gene-TPANIC_RS04305	TRANSCRIPT_gene-TPANIC_RS04305	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	4
TPANIC_RS04310	gene-TPANIC_RS04310	TRANSCRIPT_gene-TPANIC_RS04310	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	2
TPANIC_RS04325	gene-TPANIC_RS04325	TRANSCRIPT_gene-TPANIC_RS04325	protein_coding	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1
TPANIC_RS04330	gene-TPANIC_RS04330	TRANSCRIPT_gene-TPANIC_RS04330	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
TPANIC_RS04335	gene-TPANIC_RS04335	TRANSCRIPT_gene-TPANIC_RS04335	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
TPANIC_RS04340	gene-TPANIC_RS04340	TRANSCRIPT_gene-TPANIC_RS04340	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
TPANIC_RS04345	gene-TPANIC_RS04345	TRANSCRIPT_gene-TPANIC_RS04345	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
TPANIC_RS04350	gene-TPANIC_RS04350	TRANSCRIPT_gene-TPANIC_RS04350	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
TPANIC_RS04410	gene-TPANIC_RS04410	TRANSCRIPT_gene-TPANIC_RS04410	protein_coding	0	0	0	84	0	0	0	0	0	0	0	0	0	0	84
TPANIC_RS04415	gene-TPANIC_RS04415	TRANSCRIPT_gene-TPANIC_RS04415	protein_coding	0	0	0	84	0	0	0	0	0	0	0	0	0	0	84
TPANIC_RS04425	gene-TPANIC_RS04425	TRANSCRIPT_gene-TPANIC_RS04425	protein_coding	0	2	0	82	0	0	0	0	82	0	0	0	0	2	0
TPANIC_RS04430	gene-TPANIC_RS04430	TRANSCRIPT_gene-TPANIC_RS04430	protein_coding	0	0	0	70	0	0	0	0	70	0	0	0	0	0	0
TPANIC_RS04455	gene-TPANIC_RS04455	TRANSCRIPT_gene-TPANIC_RS04455	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
TPANIC_RS04475	gene-TPANIC_RS04475	TRANSCRIPT_gene-TPANIC_RS04475	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
TPANIC_RS04480	gene-TPANIC_RS04480	TRANSCRIPT_gene-TPANIC_RS04480	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
TPANIC_RS04485	gene-TPANIC_RS04485	TRANSCRIPT_gene-TPANIC_RS04485	protein_coding	0	0	2	1	0	0	0	0	1	0	2	0	0	0	0
TPANIC_RS04490	gene-TPANIC_RS04490	TRANSCRIPT_gene-TPANIC_RS04490	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
TPANIC_RS04495	gene-TPANIC_RS04495	TRANSCRIPT_gene-TPANIC_RS04495	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
TPANIC_RS04500	gene-TPANIC_RS04500	TRANSCRIPT_gene-TPANIC_RS04500	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
TPANIC_RS04505	gene-TPANIC_RS04505	TRANSCRIPT_gene-TPANIC_RS04505	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	1	2
TPANIC_RS04515	gene-TPANIC_RS04515	TRANSCRIPT_gene-TPANIC_RS04515	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
TPANIC_RS04525	gene-TPANIC_RS04525	TRANSCRIPT_gene-TPANIC_RS04525	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS04530	gene-TPANIC_RS04530	TRANSCRIPT_gene-TPANIC_RS04530	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
TPANIC_RS04535	gene-TPANIC_RS04535	TRANSCRIPT_gene-TPANIC_RS04535	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
TPANIC_RS04540	gene-TPANIC_RS04540	TRANSCRIPT_gene-TPANIC_RS04540	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TPANIC_RS04545	gene-TPANIC_RS04545	rna-TPANIC_RS04545	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
TPANIC_RS04550	gene-TPANIC_RS04550	TRANSCRIPT_gene-TPANIC_RS04550	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0
TPANIC_RS04555	gene-TPANIC_RS04555	rna-TPANIC_RS04555	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
TPANIC_RS04560	gene-TPANIC_RS04560	TRANSCRIPT_gene-TPANIC_RS04560	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TPANIC_RS04580	gene-TPANIC_RS04580	TRANSCRIPT_gene-TPANIC_RS04580	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS04660	gene-TPANIC_RS04660	TRANSCRIPT_gene-TPANIC_RS04660	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS04665	gene-TPANIC_RS04665	TRANSCRIPT_gene-TPANIC_RS04665	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS04690	gene-TPANIC_RS04690	TRANSCRIPT_gene-TPANIC_RS04690	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
TPANIC_RS04695	gene-TPANIC_RS04695	TRANSCRIPT_gene-TPANIC_RS04695	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS04700	gene-TPANIC_RS04700	TRANSCRIPT_gene-TPANIC_RS04700	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS04710	gene-TPANIC_RS04710	TRANSCRIPT_gene-TPANIC_RS04710	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS04720	gene-TPANIC_RS04720	TRANSCRIPT_gene-TPANIC_RS04720	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
TPANIC_RS04725	gene-TPANIC_RS04725	TRANSCRIPT_gene-TPANIC_RS04725	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS04740	gene-TPANIC_RS04740	TRANSCRIPT_gene-TPANIC_RS04740	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	3
TPANIC_RS04745	gene-TPANIC_RS04745	TRANSCRIPT_gene-TPANIC_RS04745	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	4
TPANIC_RS04750	gene-TPANIC_RS04750	TRANSCRIPT_gene-TPANIC_RS04750	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	5
TPANIC_RS04755	gene-TPANIC_RS04755	TRANSCRIPT_gene-TPANIC_RS04755	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
TPANIC_RS04760	gene-TPANIC_RS04760	TRANSCRIPT_gene-TPANIC_RS04760	protein_coding	0	0	3	3	0	0	0	0	0	0	3	0	0	0	3
TPANIC_RS04765	gene-TPANIC_RS04765	TRANSCRIPT_gene-TPANIC_RS04765	protein_coding	0	0	1	5	0	0	0	1	3	0	0	0	0	0	2
TPANIC_RS04770	gene-TPANIC_RS04770	TRANSCRIPT_gene-TPANIC_RS04770	protein_coding	0	0	1	5	0	0	0	0	4	0	1	0	0	0	1
TPANIC_RS04775	gene-TPANIC_RS04775	TRANSCRIPT_gene-TPANIC_RS04775	protein_coding	1	0	0	7	0	0	0	0	5	1	0	0	0	0	2
TPANIC_RS04780	gene-TPANIC_RS04780	TRANSCRIPT_gene-TPANIC_RS04780	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	2
TPANIC_RS04785	gene-TPANIC_RS04785	TRANSCRIPT_gene-TPANIC_RS04785	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	2
TPANIC_RS04790	gene-TPANIC_RS04790	TRANSCRIPT_gene-TPANIC_RS04790	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	1	1
TPANIC_RS04795	gene-TPANIC_RS04795	TRANSCRIPT_gene-TPANIC_RS04795	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	1
TPANIC_RS04800	gene-TPANIC_RS04800	TRANSCRIPT_gene-TPANIC_RS04800	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	1
TPANIC_RS04805	gene-TPANIC_RS04805	TRANSCRIPT_gene-TPANIC_RS04805	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
TPANIC_RS04810	gene-TPANIC_RS04810	TRANSCRIPT_gene-TPANIC_RS04810	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
TPANIC_RS04815	gene-TPANIC_RS04815	TRANSCRIPT_gene-TPANIC_RS04815	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	0	0	2
TPANIC_RS04820	gene-TPANIC_RS04820	TRANSCRIPT_gene-TPANIC_RS04820	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
TPANIC_RS04830	gene-TPANIC_RS04830	TRANSCRIPT_gene-TPANIC_RS04830	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS04835	gene-TPANIC_RS04835	TRANSCRIPT_gene-TPANIC_RS04835	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS04840	gene-TPANIC_RS04840	TRANSCRIPT_gene-TPANIC_RS04840	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS04875	gene-TPANIC_RS04875	TRANSCRIPT_gene-TPANIC_RS04875	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS04880	gene-TPANIC_RS04880	TRANSCRIPT_gene-TPANIC_RS04880	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS04885	gene-TPANIC_RS04885	TRANSCRIPT_gene-TPANIC_RS04885	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS04895	gene-TPANIC_RS04895	rna-TPANIC_RS04895	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS04900	gene-TPANIC_RS04900	TRANSCRIPT_gene-TPANIC_RS04900	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS04905	gene-TPANIC_RS04905	TRANSCRIPT_gene-TPANIC_RS04905	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
TPANIC_RS04910	gene-TPANIC_RS04910	TRANSCRIPT_gene-TPANIC_RS04910	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS04915	gene-TPANIC_RS04915	rna-TPANIC_RS04915	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS04925	gene-TPANIC_RS04925	TRANSCRIPT_gene-TPANIC_RS04925	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS04970	gene-TPANIC_RS04970	TRANSCRIPT_gene-TPANIC_RS04970	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TPANIC_RS04975	gene-TPANIC_RS04975	TRANSCRIPT_gene-TPANIC_RS04975	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TPANIC_RS04980	gene-TPANIC_RS04980	TRANSCRIPT_gene-TPANIC_RS04980	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS04990	gene-TPANIC_RS04990	TRANSCRIPT_gene-TPANIC_RS04990	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
TPANIC_RS04995	gene-TPANIC_RS04995	TRANSCRIPT_gene-TPANIC_RS04995	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
TPANIC_RS05000	gene-TPANIC_RS05000	TRANSCRIPT_gene-TPANIC_RS05000	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TPANIC_RS05005	gene-TPANIC_RS05005	TRANSCRIPT_gene-TPANIC_RS05005	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
TPANIC_RS05015	gene-TPANIC_RS05015	TRANSCRIPT_gene-TPANIC_RS05015	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS05075	gene-TPANIC_RS05075	TRANSCRIPT_gene-TPANIC_RS05075	protein_coding	0	0	0	14	0	0	0	0	14	0	0	0	0	0	0
TPANIC_RS05085	gene-TPANIC_RS05085	TRANSCRIPT_gene-TPANIC_RS05085	protein_coding	0	1	0	36	0	0	0	0	0	0	0	0	0	1	36
TPANIC_RS05090	gene-TPANIC_RS05090	TRANSCRIPT_gene-TPANIC_RS05090	protein_coding	0	1	0	36	0	0	0	0	1	0	0	0	0	1	35
TPANIC_RS05095	gene-TPANIC_RS05095	TRANSCRIPT_gene-TPANIC_RS05095	protein_coding	0	4	30	3	0	0	1	1	0	0	28	0	0	4	3
TPANIC_RS05100	gene-TPANIC_RS05100	TRANSCRIPT_gene-TPANIC_RS05100	protein_coding	0	0	0	37	0	0	0	0	37	0	0	0	0	0	0
TPANIC_RS05105	gene-TPANIC_RS05105	TRANSCRIPT_gene-TPANIC_RS05105	protein_coding	0	0	0	37	0	0	0	0	37	0	0	0	0	0	0
TPANIC_RS05110	gene-TPANIC_RS05110	TRANSCRIPT_gene-TPANIC_RS05110	protein_coding	0	0	0	37	0	0	0	0	0	0	0	0	0	0	37
TPANIC_RS05115	gene-TPANIC_RS05115	TRANSCRIPT_gene-TPANIC_RS05115	protein_coding	0	0	0	36	0	0	0	0	36	0	0	0	0	0	0
TPANIC_RS05175	gene-TPANIC_RS05175	TRANSCRIPT_gene-TPANIC_RS05175	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS05195	gene-TPANIC_RS05195	TRANSCRIPT_gene-TPANIC_RS05195	protein_coding	1	0	0	10	0	0	0	0	5	1	0	0	0	0	5
TPANIC_RS05200	gene-TPANIC_RS05200	TRANSCRIPT_gene-TPANIC_RS05200	protein_coding	0	0	0	12	0	0	0	0	2	0	0	0	0	0	10
TPANIC_RS05215	gene-TPANIC_RS05215	TRANSCRIPT_gene-TPANIC_RS05215	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
TPANIC_RS05230	gene-TPANIC_RS05230	TRANSCRIPT_gene-TPANIC_RS05230	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS05245	gene-TPANIC_RS05245	TRANSCRIPT_gene-TPANIC_RS05245	protein_coding	0	0	0	14	0	0	0	0	2	0	0	0	0	0	12
TPANIC_RS05285	gene-TPANIC_RS05285	TRANSCRIPT_gene-TPANIC_RS05285	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS05295	gene-TPANIC_RS05295	TRANSCRIPT_gene-TPANIC_RS05295	protein_coding	0	0	0	9	0	0	0	0	1	0	0	0	0	0	8
TPANIC_RS05310	gene-TPANIC_RS05310	TRANSCRIPT_gene-TPANIC_RS05310	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS05320	gene-TPANIC_RS05320	TRANSCRIPT_gene-TPANIC_RS05320	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS05335	gene-TPANIC_RS05335	TRANSCRIPT_gene-TPANIC_RS05335	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
TPANIC_RS05345	gene-TPANIC_RS05345	TRANSCRIPT_gene-TPANIC_RS05345	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
TPANIC_RS05350	gene-TPANIC_RS05350	TRANSCRIPT_gene-TPANIC_RS05350	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS05355	gene-TPANIC_RS05355	TRANSCRIPT_gene-TPANIC_RS05355	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS05370	gene-TPANIC_RS05370	TRANSCRIPT_gene-TPANIC_RS05370	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
TPANIC_RS05430	gene-TPANIC_RS05430	TRANSCRIPT_gene-TPANIC_RS05430	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS05460	gene-TPANIC_RS05460	TRANSCRIPT_gene-TPANIC_RS05460	protein_coding	0	0	1	29	0	0	0	0	26	0	1	0	0	0	3
TPANIC_RS05470	gene-TPANIC_RS05470	TRANSCRIPT_gene-TPANIC_RS05470	protein_coding	0	1	1	11	0	0	0	0	8	0	1	0	0	1	3
TPANIC_RS05480	gene-TPANIC_RS05480	TRANSCRIPT_gene-TPANIC_RS05480	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
TPANIC_RS05485	gene-TPANIC_RS05485	TRANSCRIPT_gene-TPANIC_RS05485	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS05495	gene-TPANIC_RS05495	TRANSCRIPT_gene-TPANIC_RS05495	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
TPANIC_RS05500	gene-TPANIC_RS05500	TRANSCRIPT_gene-TPANIC_RS05500	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS05510	gene-TPANIC_RS05510	TRANSCRIPT_gene-TPANIC_RS05510	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TPANIC_RS05515	gene-TPANIC_RS05515	TRANSCRIPT_gene-TPANIC_RS05515	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS05520	gene-TPANIC_RS05520	TRANSCRIPT_gene-TPANIC_RS05520	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
alr	gene-TPANIC_RS03380	TRANSCRIPT_gene-TPANIC_RS03380	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
asnA	gene-TPANIC_RS02740	TRANSCRIPT_gene-TPANIC_RS02740	protein_coding	0	0	0	9	0	0	0	0	1	0	0	0	0	0	8
asnS	gene-TPANIC_RS03010	TRANSCRIPT_gene-TPANIC_RS03010	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	1
bamA	gene-TPANIC_RS01590	TRANSCRIPT_gene-TPANIC_RS01590	protein_coding	1	1	10	0	0	0	0	0	0	0	10	0	1	1	0
bamD	gene-TPANIC_RS01805	TRANSCRIPT_gene-TPANIC_RS01805	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
brnQ	gene-TPANIC_RS01335	TRANSCRIPT_gene-TPANIC_RS01335	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
cfpA	gene-TPANIC_RS03710	TRANSCRIPT_gene-TPANIC_RS03710	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0
cgtA	gene-TPANIC_RS03680	TRANSCRIPT_gene-TPANIC_RS03680	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
clpA	gene-TPANIC_RS03965	TRANSCRIPT_gene-TPANIC_RS03965	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
clpB	gene-TPANIC_RS00345	TRANSCRIPT_gene-TPANIC_RS00345	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
clpX	gene-TPANIC_RS02485	TRANSCRIPT_gene-TPANIC_RS02485	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
coaD	gene-TPANIC_RS01425	TRANSCRIPT_gene-TPANIC_RS01425	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
dctP	gene-TPANIC_RS04715	TRANSCRIPT_gene-TPANIC_RS04715	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
def	gene-TPANIC_RS03750	TRANSCRIPT_gene-TPANIC_RS03750	protein_coding	0	0	1	2	0	0	1	0	1	0	0	0	0	0	1
deoC	gene-TPANIC_RS01330	TRANSCRIPT_gene-TPANIC_RS01330	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
deoD	gene-TPANIC_RS03640	TRANSCRIPT_gene-TPANIC_RS03640	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	2
dnaB	gene-TPANIC_RS00285	TRANSCRIPT_gene-TPANIC_RS00285	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
dnaE	gene-TPANIC_RS03315	TRANSCRIPT_gene-TPANIC_RS03315	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
dnaG	gene-TPANIC_RS02400	TRANSCRIPT_gene-TPANIC_RS02400	protein_coding	0	1	0	4	0	0	0	0	1	0	0	0	0	1	3
dprA	gene-TPANIC_RS01920	TRANSCRIPT_gene-TPANIC_RS01920	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
dusB	gene-TPANIC_RS04825	TRANSCRIPT_gene-TPANIC_RS04825	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
efp	gene-TPANIC_RS02570	TRANSCRIPT_gene-TPANIC_RS02570	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
eno	gene-TPANIC_RS04045	TRANSCRIPT_gene-TPANIC_RS04045	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
era	gene-TPANIC_RS02655	TRANSCRIPT_gene-TPANIC_RS02655	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
exon-TPANIC_RS05155-1	GENE_exon-TPANIC_RS05155-1	rna-TPANIC_RS05155		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
exon-TPANIC_RS05165-1	GENE_exon-TPANIC_RS05165-1	rna-TPANIC_RS05165		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
exon-TPANIC_RS05235-1	GENE_exon-TPANIC_RS05235-1	rna-TPANIC_RS05235		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
flgB	gene-TPANIC_RS01935	TRANSCRIPT_gene-TPANIC_RS01935	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
flgC	gene-TPANIC_RS01940	TRANSCRIPT_gene-TPANIC_RS01940	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
flgD	gene-TPANIC_RS03610	TRANSCRIPT_gene-TPANIC_RS03610	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
flgE	gene-TPANIC_RS03605	TRANSCRIPT_gene-TPANIC_RS03605	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
flgF	gene-TPANIC_RS04735	TRANSCRIPT_gene-TPANIC_RS04735	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
flgG	gene-TPANIC_RS04730	TRANSCRIPT_gene-TPANIC_RS04730	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
flhB	gene-TPANIC_RS03550	TRANSCRIPT_gene-TPANIC_RS03550	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fliD	gene-TPANIC_RS04300	TRANSCRIPT_gene-TPANIC_RS04300	protein_coding	0	0	1	5	0	0	0	0	2	0	1	0	0	0	3
fliE	gene-TPANIC_RS01945	TRANSCRIPT_gene-TPANIC_RS01945	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
fliF	gene-TPANIC_RS01950	TRANSCRIPT_gene-TPANIC_RS01950	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
fliG	gene-TPANIC_RS01955	TRANSCRIPT_gene-TPANIC_RS01955	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
fliH	gene-TPANIC_RS01960	TRANSCRIPT_gene-TPANIC_RS01960	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
fliI	gene-TPANIC_RS01965	TRANSCRIPT_gene-TPANIC_RS01965	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
fliJ	gene-TPANIC_RS01970	TRANSCRIPT_gene-TPANIC_RS01970	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fliM	gene-TPANIC_RS03580	TRANSCRIPT_gene-TPANIC_RS03580	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
fliN	gene-TPANIC_RS03575	TRANSCRIPT_gene-TPANIC_RS03575	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fliP	gene-TPANIC_RS03565	TRANSCRIPT_gene-TPANIC_RS03565	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fliQ	gene-TPANIC_RS03560	TRANSCRIPT_gene-TPANIC_RS03560	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fliR	gene-TPANIC_RS03555	TRANSCRIPT_gene-TPANIC_RS03555	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fmt	gene-TPANIC_RS03745	TRANSCRIPT_gene-TPANIC_RS03745	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	1	2
